"IDENTIFIANT";"N° FINESS/RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
;"030785778";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"030785844";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"030786396";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"040000036";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040000069";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"040000093";;4;;;;;;;;;;;;;4;;;;;;;;;;;;
;"040000119";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040000135";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"040000911";;2;;;;;;;;;;;;;6;;;;;;;;;;;;
;"040002248";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040002289";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"040003006";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040003899";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040003980";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040004228";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"040004616";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040005043";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040005258";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040006314";;3;;;;;;;;;;;;;4;;;;;;;;;;;;
;"040780322";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040780389";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040780405";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"040780702";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040780892";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040780918";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040781023";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040782021";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"040784837";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"040785065";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040785628";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040785677";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040785776";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040785826";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"040785875";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040786022";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040786972";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040787020";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040788218";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040788440";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040788861";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"040789075";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"050000041";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050000058";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050000090";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050000132";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050000231";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050000298";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050000348";;5;;;;;;;;;;;;;7;;;;;;;;;;;;
;"050000488";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050000637";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050001403";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050001858";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050002054";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"050002138";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050002708";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050003029";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050003318";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"050003748";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050004589";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"050005438";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"050005511";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050005529";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050005768";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050006071";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050006105";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"050006410";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"050007079";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"050007640";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"050008135";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060000296";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060000478";;1;;;;;;;;;;;;;11;;;;;;;;;;;;
;"060000510";;1;;;;;;;;;;;;;14;;;;;;;;;;;;
;"060000528";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"060000544";;;;;;;;;;;;;;;15;;;;;;;;;;;;
;"060001450";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060001625";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060002102";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060003217";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060003472";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060004538";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060004595";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060005469";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060007168";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060008539";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060011640";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060012044";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060012069";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060012689";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060012788";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060012879";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060012895";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060012978";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060013299";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060013588";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060013679";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060014099";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060014362";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060015096";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060015518";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060016029";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060016128";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060016490";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060016789";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060018918";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060019288";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020138";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020179";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060020229";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020294";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"060020369";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060020419";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020427";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060020518";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060020559";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060020609";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060020708";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060021029";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060021052";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060021094";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060021185";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060021326";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060021417";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060021599";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060022241";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060022415";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060023843";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060024106";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060024148";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060024262";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060024320";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060024353";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060024460";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060024841";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060025343";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060025715";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060026192";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060029113";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060029741";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060030087";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060030145";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060030319";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060030442";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060030954";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060031333";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780012";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060780053";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780095";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780111";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780186";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780277";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060780343";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780350";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060780392";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780442";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780459";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060780491";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"060780517";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060780558";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060780665";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060780715";;;;;;;;;;;;;;;10;;;;;;;;;;;;
;"060780723";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060780871";;;;;;;;;;;;;;;8;;;;;;;;;;;;
;"060780947";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060780996";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060781119";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060781176";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060781200";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060781309";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060781317";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060781374";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060781408";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060781465";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782034";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782125";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782547";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782679";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"060782687";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060782836";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060784162";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060784196";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060784212";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060785003";;3;;;;;;;;;;;;;24;;;;;;;;;;;;
;"060786456";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060788957";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060789195";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060789674";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060790334";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060790417";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060790433";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060790623";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060790664";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060790680";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060791217";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060791290";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060791324";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060791381";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060791712";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060791746";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060792017";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060792132";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060792181";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060792215";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060792231";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060792538";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060792579";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060792694";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060792918";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060793239";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060793361";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060793569";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060798766";;;;;;;;;;;;;;;7;;;;;;;;;;;;
;"060798881";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060798915";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060798964";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"060799210";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060799434";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060799467";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060799475";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060799483";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"060799491";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060799681";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060799848";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060799905";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"060799921";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800133";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800166";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800182";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"060800430";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800463";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800521";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800588";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800604";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060800679";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060801164";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"060801206";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"060801354";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070000013";;4;;;;;;;;;;;;;26;;;;;;;;;;;;
;"070000021";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070000039";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070000047";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070000179";;1;;;;;;;;;;;;;13;;;;;;;;;;;;
;"070000195";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070000609";;1;;;;;;;;;;;;;30;;;;;;;;;;;;
;"070001532";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070001748";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"070002639";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"070003603";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070003736";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070004361";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070004825";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"070005061";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070005590";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070005624";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070006416";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070008370";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"070780168";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"070780226";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"070780242";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780317";;;;;;;;;;;;;;;15;;;;;;;;;;;;
;"070780325";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780333";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780390";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780424";;;;;;;;;;;;;;;8;;;;;;;;;;;;
;"070780440";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780523";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780630";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780663";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070780796";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783329";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"070783493";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783501";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783535";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783543";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783576";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783600";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783618";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"070783626";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"070783634";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"070783667";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"070783675";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783683";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783774";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783824";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070783832";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784053";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784277";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784426";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"070784442";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"070784483";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"070784525";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"070784533";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"070784541";;;;;;;;;;;;;;;8;;;;;;;;;;;;
;"070784558";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784566";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"070784574";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784590";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784608";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070784616";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"070784632";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"070784897";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"070784954";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"070785118";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070785316";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070785647";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070785944";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070786009";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070786264";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"070786355";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"070786439";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"070786553";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"080000094";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080000110";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"080000136";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"080000177";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080000219";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"080000250";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080000276";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"080000284";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080000318";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"080000425";;9;;;;;;;;;;;;;6;;;;;;;;;;;;
;"080002017";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"080002033";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"080002041";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080002066";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080002082";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"080002140";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"080002348";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080003270";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"080003304";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080003379";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"080003692";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"080003718";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080003742";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"080005705";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"080006067";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080006174";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080006182";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080006224";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"080007370";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080008568";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080009368";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080009970";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"080010200";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"080010473";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"080010523";;4;;;;;;;;;;;;;2;;;;;;;;;;;;
;"080010689";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"090000175";;5;;;;;;;;;;;;;27;;;;;;;;;;;;
;"090000183";;;;;;;;;;;;;;;12;;;;;;;;;;;;
;"090001546";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"090780461";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100000090";;19;;;;;;;;;;;;;12;;;;;;;;;;;;
;"100000116";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100000124";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"100000199";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100000223";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"010000024";;7;;;;;;;;;;;;;2;;;;;;;;;;;;
;"100000355";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100000801";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010000099";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100001197";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100002120";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100002138";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100002351";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"010000495";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100006881";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"100006907";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100006972";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100007285";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100008325";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100008838";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100009166";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100009240";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100009364";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"100010123";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"100010545";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"100010818";;;;;;;;;;;;;;;7;;;;;;;;;;;;
;"100011477";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010002129";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"010005239";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"010012888";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010780203";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"010780971";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010781003";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010781045";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010784114";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010784692";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"010789188";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010789964";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"010790020";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"110000023";;3;;;;;;;;;;;;;12;;;;;;;;;;;;
;"110000049";;;;;;;;;;;;;;;1;;;;;;;;;;;;
